TOKEN,POS,LEMMA,SENTIMENT,SOURCE,SENSE
патологический,Adj,патологический,negative,opinion,""
патриархальный,Adj,патриархальный,negative,opinion,"УСТАРЕЛЫЙ,НЕСОВРЕМЕННЫЙ"
патриархальный,Adj,патриархальный,neutral,fact,"ПАТРИАРХАТ"
патриотический,Adj,патриотический,positive,feeling,""
патриотичный,Adj,патриотичный,positive,feeling,""
пафосный,Adj,пафосный,positive,feeling,""
педантический,Adj,педантический,positive,opinion,""
педантичный,Adj,педантичный,positive,opinion,""
педантский,Adj,педантский,negative,opinion,""
педофильный,Adj,педофильный,negative,fact,""
педофильский,Adj,педофильский,negative,fact,""
первобытный,Adj,первобытный,neutral,fact,"ПЕРВОБЫТНООБЩИННЫЙ СТРОЙ"
первобытный,Adj,первобытный,neutral,opinion,"ПРИМИТИВНЫЙ (ПРОСТЕЙШИЙ)"
первобытный,Adj,первобытный,positive,opinion,"ДЕВСТВЕННЫЙ (НЕТРОНУТЫЙ,НЕВОЗДЕЛАННЫЙ)"
первозданный,Adj,первозданный,positive,opinion,""
первоклассный,Adj,первоклассный,positive,opinion,""
первостатейный,Adj,первостатейный,positive,opinion,""
перебойный,Adj,перебойный,negative,fact,""
перегарный,Adj,перегарный,negative,fact,""
передовой,Adj,передовой,neutral,fact,"РАСПОЛОЖЕНИЕ СПЕРЕДИ"
передовой,Adj,передовой,positive,opinion,"ПЕРЕДОВОЙ,ПРОГРЕССИВНЫЙ"
пережиточный,Adj,пережиточный,negative,fact,""
перенапряженный,Adj,перенапряженный,negative,opinion,""
переполненный,Adj,переполненный,negative,opinion,""
перспективный,Adj,перспективный,neutral,fact,"ПЕРСПЕКТИВА (СПОСОБ ИЗОБРАЖЕНИЯ)"
перспективный,Adj,перспективный,positive,opinion,"ПЕРСПЕКТИВНЫЙ,С ХОРОШИМИ ПЕРСПЕКТИВАМИ"
пессимистический,Adj,пессимистический,negative,feeling,""
пессимистичный,Adj,пессимистичный,negative,feeling,""
печальный,Adj,печальный,negative,opinion,""
пикантный,Adj,пикантный,positive,opinion,""
пиратский,Adj,пиратский,negative,fact,""
писклявый,Adj,писклявый,negative,opinion,""
пламенный,Adj,пламенный,neutral,fact,"ОГОНЬ,ПЛАМЯ"
пламенный,Adj,пламенный,positive,opinion,"ПЫЛКИЙ,СТРАСТНЫЙ,ГОРЯЧИЙ"
пластичный,Adj,пластичный,positive,fact,"МЕХАНИЧЕСКАЯ ПЛАСТИЧНОСТЬ"
пластичный,Adj,пластичный,positive,opinion,"ПЛАСТИЧНЫЙ В ДВИЖЕНИИ"
платный,Adj,платный,negative,fact,""
плачевный,Adj,плачевный,negative,opinion,""
племенной,Adj,племенной,neutral,fact,"ПЛЕМЯ (ЭТНИЧЕСКАЯ ОБЩНОСТЬ)"
племенной,Adj,племенной,positive,opinion,"ЧИСТОКРОВНЫЙ,ЧИСТОПОРОДНЫЙ"
пленительный,Adj,пленительный,positive,opinion,""
плодотворный,Adj,плодотворный,positive,opinion,""
плоский,Adj,плоский,negative,opinion,"БАНАЛЬНЫЙ"
плоский,Adj,плоский,neutral,fact,"ПЛОСКИЙ (МЕЛКИЙ)"
плоский,Adj,плоский,neutral,fact,"ПЛОСКИЙ,НЕРЕЛЬЕФНЫЙ"
плотный,Adj,плотный,neutral,fact,"ПЛОТНЫЙ ПО СОСТАВУ"
плотный,Adj,плотный,neutral,opinion,"КОРЕНАСТЫЙ,ПРИЗЕМИСТЫЙ"
плотный,Adj,плотный,neutral,opinion,"ПЛОТНЫЙ (ТОЛСТЫЙ И ПРОЧНЫЙ)"
плотный,Adj,плотный,positive,opinion,"СЫТНЫЙ"
плоховатый,Adj,плоховатый,negative,opinion,""
плохой,Adj,плохой,negative,opinion,""
плохонький,Adj,плохонький,negative,opinion,""
победный,Adj,победный,positive,opinion,""
победоносный,Adj,победоносный,positive,opinion,""
поблеклый,Adj,поблеклый,negative,opinion,""
повальный,Adj,повальный,negative,opinion,""
поверхностный,Adj,поверхностный,negative,opinion,"ПОВЕРХНОСТНЫЙ,НЕГЛУБОКИЙ"
поверхностный,Adj,поверхностный,neutral,fact,"ПОВЕРХНОСТЬ (НАРУЖНАЯ СТОРОНА)"
поверхностный,Adj,поверхностный,neutral,opinion,"НЕГЛУБОКИЙ,БЛИЗКИЙ К ПОВЕРХНОСТИ"
повинный,Adj,повинный,negative,opinion,""
поворотливый,Adj,поворотливый,positive,opinion,""
повстанческий,Adj,повстанческий,negative,fact,""
поганый,Adj,поганый,negative,opinion,""
погибший,Adj,погибший,negative,fact,""
погребальный,Adj,погребальный,negative,fact,""
погромный,Adj,погромный,negative,fact,""
подавленный,Adj,подавленный,negative,feeling,""
податливый,Adj,податливый,neutral,fact,"ПОДАТЛИВОСТЬ МАТЕРИАЛА"
податливый,Adj,податливый,positive,opinion,"СГОВОРЧИВЫЙ,УСТУПЧИВЫЙ"
подвижнический,Adj,подвижнический,positive,opinion,""
подвижный,Adj,подвижный,positive,opinion,""
поддатый,Adj,поддатый,negative,feeling,""
поддельный,Adj,поддельный,negative,opinion,""
поджигательский,Adj,поджигательский,negative,fact,""
подковерный,Adj,подковерный,negative,opinion,""
подложный,Adj,подложный,negative,opinion,""
подлый,Adj,подлый,negative,opinion,""
подневольный,Adj,подневольный,negative,opinion,""
подобранный,Adj,подобранный,positive,opinion,""
подозрительный,Adj,подозрительный,negative,opinion,""
подпольный,Adj,подпольный,negative,fact,""
подробнейший,Adj,подробнейший,positive,opinion,""
подробный,Adj,подробный,positive,opinion,""
подсознательный,Adj,подсознательный,neutral,fact,"ПОДСОЗНАНИЕ"
подсознательный,Adj,подсознательный,neutral,feeling,"ЧУТЬЕ,ИНТУИЦИЯ"
подспудный,Adj,подспудный,negative,opinion,""
подставной,Adj,подставной,negative,opinion,"ПОДДЕЛЬНЫЙ,ФАЛЬШИВЫЙ"
подставной,Adj,подставной,neutral,fact,"ПОДСТАВКА"
подсудный,Adj,подсудный,negative,fact,""
подтянутый,Adj,подтянутый,positive,opinion,""
подхалимский,Adj,подхалимский,negative,opinion,""
подходящий,Adj,подходящий,positive,opinion,""
позавчерашний,Adj,позавчерашний,negative,opinion,""
позволительный,Adj,позволительный,positive,opinion,""
позерский,Adj,позерский,negative,opinion,""
позитивный,Adj,позитивный,neutral,fact,"ПОЗИТИВ (ФОТОГРАФИЧЕСКОЕ ИЗОБРАЖЕНИЕ)"
позитивный,Adj,позитивный,positive,opinion,"ПОЛОЖИТЕЛЬНЫЙ,ПОЗИТИВНЫЙ"
позорный,Adj,позорный,negative,opinion,""
показательный,Adj,показательный,neutral,opinion,"ПОКАЗАТЕЛЬНЫЙ (ХАРАКТЕРНЫЙ)"
показательный,Adj,показательный,positive,opinion,"ПРИМЕРНЫЙ,ОБРАЗЦОВЫЙ"
показной,Adj,показной,negative,opinion,""
показушный,Adj,показушный,negative,opinion,""
покладистый,Adj,покладистый,positive,opinion,""
покорный,Adj,покорный,negative,opinion,""
полезнейший,Adj,полезнейший,positive,opinion,""
полезный,Adj,полезный,positive,opinion,""
полиомиелитный,Adj,полиомиелитный,negative,fact,""
политкорректный,Adj,политкорректный,positive,opinion,""
полнейший,Adj,полнейший,neutral,operator,""
полненький,Adj,полненький,neutral,opinion,""
полноватый,Adj,полноватый,negative,opinion,""
полнокровный,Adj,полнокровный,positive,opinion,""
полноценный,Adj,полноценный,positive,opinion,""
полный,Adj,полный,neutral,operator,"ПОЛНЫЙ (ВПОЛНЕ ЗАКОНЧЕННЫЙ)"
полный,Adj,полный,neutral,operator,"ПОЛНЫЙ,СОВЕРШЕННЫЙ"
полный,Adj,полный,neutral,opinion,"ПОЛНЫЙ (ЗАНЯТЫЙ ЦЕЛИКОМ)"
